Artist,Title,duration,length_song,numberone,entered,exited,censored,year,bpm,failure
A*Teens,Dancing Queen,5,3.733333333,0,7/10/00,8/14/00,0,2000,104,1
Damizza Presents Shade Sheistƒ,Where I Wanna Be,5,4.266666667,0,11/13/00,12/18/00,0,2000,96,1
De La Soul,All Good?,1,5.033333333,0,12/25/00,1/15/01,1,2000,96,0
Amel Larrieux,Get Up,3,4.033333333,0,3/6/00,3/27/00,0,2000,88,1
Toni Braxton,Spanish Guitar,3,4.4,0,12/4/00,12/25/00,0,2000,119,1
LL Cool J,Imagine That,2,4,0,8/14/00,8/28/00,0,2000,97,1
Master P,Souljas,1,3.55,0,11/20/00,11/27/00,0,2000,99,1
Ghostface Killah,Cherchez LaGhost,1,3.066666667,0,8/7/00,8/14/00,0,2000,103,1
Will Smith,Freakin' It,4,3.966666667,0,2/14/00,3/13/00,0,2000,111,1
Zombie Nation,Kernkraft 400,2,3.5,0,9/4/00,9/18/00,0,2000,139,1
Snoop Dogg Presents The Eastsidaz,Got Beef,2,3.966666667,0,7/3/00,7/17/00,0,2000,89,1
Fragma,Toca's Miracle,1,3.366666667,0,10/30/00,11/6/00,0,2000,135,1
Santana,Smooth,58,4.066666667,1,8/2/99,9/11/00,0,1999,115,1
Jennifer Lopez,If You Had My Love,25,4.416666667,1,5/17/99,11/8/99,0,1999,94,1
Christina Aguilera,Genie In A Bottle,25,3.6,1,7/5/99,12/27/99,0,1999,87,1
Ricky Martin,Livin' La Vida Loca,20,4.05,1,4/19/99,9/6/99,0,1999,88,1
TLC,No Scrubs,28,3.65,1,2/22/99,9/6/99,0,1999,92,1
Cher,Believe,31,3.983333333,1,12/21/98,7/26/99,0,1999,132,1
Monica,Angel Of Mine,30,4.166666667,1,12/7/98,7/5/99,0,1999,90,1
TLC,Unpretty,32,4.633333333,1,6/28/99,2/7/00,0,1999,88,1
Britney Spears,..Baby One More Time,32,3.483333333,1,11/23/98,7/5/99,0,1999,92,1
Brandy,Have You Ever?,22,3.55,1,12/7/98,5/10/99,0,1999,133,1
Mariah Carey,Heartbreaker,20,4.7,1,9/6/99,1/24/00,0,1999,100,1
Enrique Iglesias,Bailamos,20,3.55,1,7/12/99,11/29/99,0,1999,99,1
Destiny's Child,"Bills, Bills, Bills",20,4.266666667,1,6/21/99,11/8/99,0,1999,127,1
Will Smith,Wild Wild West,17,4.033333333,1,5/24/99,9/20/99,0,1999,107,1
Brian McKnight,Back At One,37,4.366666667,0,8/30/99,5/15/00,0,1999,129,1
Whitney Houston,Heartbreak Hotel,28,3.983333333,0,12/28/98,7/12/99,0,1999,133,1
Puff Daddy,Satisfy You,20,4.5,0,9/27/99,2/14/00,0,1999,87,1
Ricky Martin,She's All I Ever Had,20,4.833333333,0,8/9/99,12/27/99,0,1999,80,1
Sixpence None The Richer,Kiss Me,33,3.283333333,0,11/30/98,7/19/99,0,1999,100,1
Pearl Jam,Last Kiss,21,3.233333333,0,5/31/99,10/25/99,0,1999,112,1
K-Ci & JoJo,Tell Me It's Real,20,3.683333333,0,5/31/99,10/18/99,0,1999,134,1
N'Sync,Music Of My Heart,20,4.45,0,9/6/99,1/24/00,0,1999,112,1
Jessica Simpson,I Wanna Love You Forever,20,4.333333333,0,10/18/99,3/6/00,0,1999,103,1
LFO,Summer Girls,17,4.283333333,0,7/19/99,11/15/99,0,1999,99,1
Sugar Ray,Every Morning,31,3.65,0,1/11/99,8/16/99,0,1999,109,1
Marc Anthony,I Need To Know,40,3.75,0,9/13/99,6/19/00,0,1999,115,1
Lou Bega,Mambo No. 5 (A Little Bit Of..),22,3.683333333,0,8/30/99,1/31/00,0,1999,87,1
Busta Rhymes,What's It Gonna Be?!,20,5.516666667,0,3/15/99,8/2/99,0,1999,116,1
Maxwell,Fortunate,25,5,0,4/12/99,10/4/99,0,1999,126,1
Sarah McLachlan,Angel,28,4.55,0,12/7/98,6/21/99,0,1999,116,1
Mariah Carey,I Still Believe,20,3.85,0,2/8/99,6/28/99,0,1999,118,1
702,Where My Girls At?,42,2.833333333,0,5/3/99,2/21/00,0,1999,103,1
Smash Mouth,All Star,30,3.333333333,0,5/24/99,12/20/99,0,1999,103,1
Whitney Houston,It's Not Right But It's Okay,20,4.35,0,5/10/99,9/27/99,0,1999,127,1
"Backstreet Boys, The",All I Have To Give,21,4.6,0,2/1/99,6/28/99,0,1999,96,1
JT Money,Who Dat,20,3.9,0,4/26/99,9/13/99,0,1999,87,1
Eagle-Eye Cherry,Save Tonight,28,4.016666667,0,12/7/98,6/21/99,0,1999,119,1
98Á,The Hardest Thing,24,3.716666667,0,3/29/99,9/13/99,0,1999,88,1
Third Eye Blind,Jumper,20,4.133333333,0,12/7/98,4/26/99,0,1999,91,1
Garth Brooks,Lost In You,10,3.083333333,0,9/13/99,11/22/99,0,1999,89,1
"Backstreet Boys, The",I Want It That Way,31,3.55,0,4/26/99,11/29/99,0,1999,99,1
Jewel,Hands,16,3.783333333,0,12/7/98,3/29/99,0,1999,127,1
Sugar Ray,Someday,32,4,0,7/5/99,2/14/00,0,1999,110,1
Donell Jones,U Know What's Up,24,4,0,9/27/99,3/13/00,0,1999,103,1
Shawn Mullins,Lullaby,18,4.533333333,0,12/7/98,4/12/99,0,1999,79,1
Shania Twain,That Don't Impress Me Much,28,3.716666667,0,1/25/99,8/9/99,0,1999,125,1
Total,Trippin',20,4.133333333,0,11/9/98,3/29/99,0,1999,124,1
Goo Goo Dolls,Slide,35,3.533333333,0,12/7/98,8/9/99,0,1999,112,1
Jennifer Lopez,Waiting For Tonight,20,3.983333333,0,10/18/99,3/6/00,0,1999,125,1
Blaque,808,20,3.95,0,4/19/99,9/6/99,0,1999,121,1
N'Sync,(God Must Have Spent) A Little More Time On You,22,3.966666667,0,12/7/98,5/10/99,0,1999,83,1
Deborah Cox,We Can't Be Friends,20,4.25,0,9/13/99,1/31/00,0,1999,120,1
Faith Evans,All Night Long,19,3.9,0,2/8/99,6/21/99,0,1999,100,1
B*Witched,C'est La Vie,15,2.866666667,0,2/22/99,6/7/99,0,1999,109,1
Red Hot Chili Peppers,Scar Tissue,29,3.583333333,0,6/7/99,12/27/99,0,1999,89,1
Len,Steal My Sunshine,25,3.966666667,0,8/16/99,2/7/00,0,1999,95,1
Chante Moore,Chante's Got A Man,18,4.216666667,0,5/17/99,9/20/99,0,1999,111,1
LFO,Girl On TV,17,4.116666667,0,11/22/99,3/20/00,0,1999,96,1
Joey McIntyre,Stay The Same,14,3.8,0,3/1/99,6/7/99,0,1999,129,1
Kevon Edmonds,24/7,20,3.7,0,11/8/99,3/27/00,0,1999,116,1
Tim McGraw,Please Remember Me,20,4.483333333,0,4/5/99,8/23/99,0,1999,75,1
Jesse Powell,You,20,4,0,2/22/99,7/12/99,0,1999,113,1
Jordan Knight,Give It To You,20,4.333333333,0,4/5/99,8/23/99,0,1999,134,1
Britney Spears,(You Drive Me) Crazy,20,3.25,0,9/20/99,2/7/00,0,1999,101,1
Naughty By Nature,Jamboree,17,3.533333333,0,7/5/99,11/1/99,0,1999,92,1
Case,Faded Pictures,20,3.8,0,12/28/98,5/17/99,0,1999,82,1
Gerald Levert,Taking Everything,12,4.083333333,0,2/1/99,4/26/99,0,1999,113,1
Lenny Kravitz,Fly Away,32,3.1,0,12/7/98,7/19/99,0,1999,80,1
Tyrese,Sweet Lady,25,4.2,0,1/25/99,7/19/99,0,1999,132,1
R. Kelly,If I Could Turn Back The Hands Of Time,17,6.216666667,0,8/30/99,12/27/99,0,1999,81,1
Sporty Thievz,No Pigeons,17,3.416666667,0,5/17/99,9/13/99,0,1999,95,1
Shanice,When I Close My Eyes,10,3.383333333,0,3/29/99,6/7/99,0,1999,83,1
Silk,If You (Lovin' Me),20,4.166666667,0,3/15/99,8/2/99,0,1999,99,1
98Á,I Do (Cherish You),20,3.75,0,8/9/99,12/27/99,0,1999,80,1
Everlast,What It's Like,33,4.616666667,0,12/21/98,8/9/99,0,1999,85,1
Ideal,Get Gone,22,4.633333333,0,8/23/99,1/24/00,0,1999,119,1
Tal Bachman,She's So High,28,3.666666667,0,6/21/99,1/3/00,0,1999,123,1
Sarah McLachlan,I Will Remember You (Live),20,3.7,0,5/24/99,10/11/99,0,1999,148,1
BLACKstreet & Mya,Take Me There,17,4.016666667,0,12/7/98,4/5/99,0,1999,96,1
Case,Happily Ever After,20,4.166666667,0,6/7/99,10/25/99,0,1999,120,1
Whitney Houston,When You Believe,17,4.55,0,12/7/98,4/5/99,0,1999,127,1
112,(We Can Do It) Anywhere,25,4.05,0,3/22/99,9/13/99,0,1999,126,1
Jay-Z,Hard Knock Life (Ghetto Anthem),22,3.2,0,11/9/98,4/12/99,0,1999,76,1
Mo Thugs Family,Ghetto Cowboy,20,4.45,0,11/23/98,4/12/99,0,1999,85,1
Ginuwine,So Axious,20,3.966666667,0,7/19/99,12/6/99,0,1999,96,1
Goo Goo Dolls,Black Balloon,34,4,0,7/12/99,3/6/00,0,1999,105,1
Brandy,Almost Doesn't Count,20,3.616666667,0,4/26/99,9/13/99,0,1999,143,1
Keith Sweat,I'm Not Ready,10,4.166666667,0,3/15/99,5/24/99,0,1999,107,1
Faith Evans,Never Gonna Let You Go,20,4.316666667,0,7/12/99,11/29/99,0,1999,109,1
Will Smith,Miami,21,3.316666667,0,12/7/98,5/3/99,0,1999,108,1
Mark Chesnutt,I Don't Want To Miss A Thing,20,3.883333333,0,12/21/98,5/10/99,0,1999,122,1
Nine Inch Nails,The Day The World Went Away,5,4.05,0,8/9/99,9/13/99,0,1999,130,1
Silkk The Shocker,It Ain't My Fault 1 & 2,18,3.433333333,0,3/8/99,7/12/99,0,1999,87,1
Christina Aguilera,The Christmas Song (Chestnuts Roasting On An Open Fire),4,4,0,12/20/99,1/17/00,0,1999,130,1
Tracie Spencer,It's All About You (Not About Me),13,4.166666667,0,8/16/99,11/15/99,0,1999,135,1
Vitamin C,Smile,14,4,0,7/19/99,10/25/99,0,1999,95,1
Jay-Z,Can I Get A..,37,5.166666667,0,10/5/98,6/21/99,0,1999,88,1
Savage Garden,The Animal Song,10,4.65,0,3/15/99,5/24/99,0,1999,116,1
Juvenile,Back That Thang Up,30,4.366666667,0,7/12/99,2/7/00,0,1999,95,1
Madonna,Beautiful Stranger,19,3.883333333,0,6/14/99,10/25/99,0,1999,122,1
Fastball,Out Of My Head,20,2.533333333,0,7/5/99,11/22/99,0,1999,78,1
Britney Spears,Sometimes,20,3.916666667,0,5/24/99,10/11/99,0,1999,96,1
Lauryn Hill,Ex-Factor,22,4.633333333,0,1/11/99,6/14/99,0,1999,80,1
Eric Benet,Spend My Life With You,22,4.583333333,0,7/5/99,12/6/99,0,1999,144,1
Dru Hill,These Are The Times,21,4.133333333,0,12/7/98,5/3/99,0,1999,110,1
Phil Collins,You'll Be In My Heart,20,4.266666667,0,7/5/99,11/22/99,0,1999,96,1
Sole,"4, 5, 6",16,3.666666667,0,11/1/99,2/21/00,0,1999,80,1
R. Kelly,When A Woman's Fed Up,20,4.65,0,12/28/98,5/17/99,0,1999,76,1
Shania Twain,Man! I Feel Like A Woman!,28,3.883333333,0,4/19/99,11/1/99,0,1999,125,1
Warren G,I Want It All,15,4.2,0,9/20/99,1/3/00,0,1999,93,1
Matchbox 20,Back 2 Good,28,5.666666667,0,12/28/98,7/12/99,0,1999,89,1
Martina McBride,I Love You,20,2.916666667,0,8/30/99,1/17/00,0,1999,106,1
Citizen King,Better Days (And The Bottom Drops Out),20,3.633333333,0,5/31/99,10/18/99,0,1999,95,1
"Backstreet Boys, The",Larger Than Life,19,3.916666667,0,9/20/99,1/31/00,0,1999,108,1
Will Smith,Will 2K,13,3.9,0,11/1/99,1/31/00,0,1999,118,1
Vengaboys,We Like To Party,20,3.733333333,0,2/15/99,7/5/99,0,1999,135,1
Q-Tip,Vivrant Thing,20,3.2,0,7/19/99,12/6/99,0,1999,99,1
Eve,Gotta Man,16,5.816666667,0,9/20/99,1/10/00,0,1999,92,1
Ice Cube,Pushin' Weight,19,4.633333333,0,11/2/98,3/15/99,0,1999,91,1
Kenny Chesney,How Forever Feels,21,3.116666667,0,2/8/99,7/5/99,0,1999,124,1
George Strait,Write This Down,20,3.683333333,0,4/26/99,9/13/99,0,1999,123,1
R. Kelly,Did You Ever Think,16,4.333333333,0,5/31/99,9/20/99,0,1999,95,1
Marc Nelson,15 Minutes,16,4.7,0,10/4/99,1/24/00,0,1999,116,1
Tim McGraw,Something Like That,20,2.966666667,0,8/16/99,1/3/00,0,1999,85,1
Jo Dee Messina,Lesson In Leavin',20,3.65,0,6/7/99,10/25/99,0,1999,80,1
Andy Griggs,You Won't Ever Be Lonely,20,3.5,0,3/29/99,8/16/99,0,1999,91,1
Jay-Z,Jigga My Nigga,20,5.383333333,0,6/28/99,11/15/99,0,1999,84,1
Mya,My First Night With You,14,4.433333333,0,3/22/99,6/28/99,0,1999,139,1
Alabama,God Must Have Spent A Little More Time On You,20,3.3,0,5/31/99,10/18/99,0,1999,84,1
Eve,What Ya Want,20,4.083333333,0,7/5/99,11/22/99,0,1999,91,1
Elton John,Written In The Stars,10,4.3,0,3/15/99,5/24/99,0,1999,121,1
Divine,One More Try,9,4.166666667,0,4/5/99,6/7/99,0,1999,123,1
Mint Condition,If You Love Me,20,4.216666667,0,11/8/99,3/27/00,0,1999,118,1
Steve Wariner,Two Teardrops,20,4.483333333,0,4/5/99,8/23/99,0,1999,121,1
Brad Paisley,He Didn't Have To Be,20,4.7,0,10/25/99,3/13/00,0,1999,145,1
Clint Black,When I Said I Do,20,4.033333333,0,10/18/99,3/6/00,0,1999,139,1
Sixpence None The Richer,There She Goes,20,2.7,0,9/13/99,1/31/00,0,1999,120,1
2 Pac,Changes,19,4.483333333,0,12/7/98,4/19/99,0,1999,111,1
Boyz II Men,I Will Get There,9,4.283333333,0,1/18/99,3/22/99,0,1999,109,1
Destiny's Child,Bug A Boo,20,3.516666667,0,9/27/99,2/14/00,0,1999,104,1
Ol' Dirty Bastard,Got Your Money,20,4,0,10/25/99,3/13/00,0,1999,105,1
Blessid Union Of Souls,Hey Leonardo (She Likes Me For Me),20,3.466666667,0,6/14/99,11/1/99,0,1999,103,1
John Michael Montgomery,Hold On To Me,19,4.166666667,0,12/7/98,4/19/99,0,1999,82,1
Kenny Chesney,You Had Me From Hello,20,3.85,0,7/12/99,11/29/99,0,1999,137,1
Jo Dee Messina,Stand Beside Me,20,3.683333333,0,12/14/98,5/3/99,0,1999,99,1
Mark Wills,Wish You Were Here,20,4.033333333,0,3/8/99,7/26/99,0,1999,138,1
"Dixie Chicks, The",You Were Mine,20,3.616666667,0,1/25/99,6/14/99,0,1999,70,1
Ja Rule,Holla Holla,20,4.5,0,4/5/99,8/23/99,0,1999,92,1
Lauryn Hill,Everything Is Everything,18,4.933333333,0,6/21/99,10/25/99,0,1999,94,1
Brian McKnight,Hold Me,12,4,0,12/7/98,3/1/99,0,1999,99,1
Eminem,My Name Is,10,4.483333333,0,3/1/99,5/10/99,0,1999,85,1
Diamond Rio,Unbelievable,20,2.383333333,0,12/21/98,5/10/99,0,1999,79,1
B.G.,Bling Bling,19,5.166666667,0,9/20/99,1/31/00,0,1999,98,1
New Radicals,You Get What You Give,20,5.033333333,0,12/7/98,4/26/99,0,1999,113,1
Chely Wright,Single White Female,20,3.283333333,0,5/17/99,10/4/99,0,1999,89,1
Fatboy Slim,Praise You,20,5.383333333,0,3/15/99,8/2/99,0,1999,109,1
Martina McBride,Wrong Again,9,3.25,0,12/7/98,2/8/99,0,1999,70,1
Martina McBride,Whatever You Say,20,4,0,5/3/99,9/20/99,0,1999,76,1
Sara Evans,No Place That Far,19,3.633333333,0,12/14/98,4/26/99,0,1999,133,1
Collin Raye,Anyone Else,20,3.783333333,0,3/15/99,8/2/99,0,1999,121,1
Edwin McCain,I Could Not Ask For More,20,4,0,6/28/99,11/15/99,0,1999,134,1
Tim McGraw,For A Little While,15,3.55,0,12/7/98,3/22/99,0,1999,99,1
George Strait,Meanwhile,12,3.5,0,1/25/99,4/19/99,0,1999,123,1
Joe Diffie,A Night To Remember,20,3.55,0,5/17/99,10/4/99,0,1999,75,1
Lee Ann Womack,I'll Think Of A Reason Later,20,3.616666667,0,3/1/99,7/19/99,0,1999,141,1
"Dixie Chicks, The",Ready To Run,18,3.866666667,0,7/26/99,11/29/99,0,1999,98,1
"Roots, The",You Got Me,14,4.466666667,0,2/15/99,5/24/99,0,1999,81,1
Chad Brock,Ordinary Life,17,3.95,0,2/22/99,6/21/99,0,1999,125,1
Dave Hollister,My Favorite Girl,17,5.55,0,4/12/99,8/9/99,0,1999,120,1
Alan Jackson,Little Man,17,4.45,0,7/12/99,11/8/99,0,1999,119,1
Prince,**1999**,1,6.366666667,0,1/18/99,1/25/99,0,1999,118,1
Lila McCann,With You,19,3.516666667,0,4/5/99,8/16/99,0,1999,127,1
Mandy Moore,Candy,20,3.9,0,9/13/99,1/31/00,0,1999,100,1
Blackhawk,There You Have It,14,3.216666667,0,12/7/98,3/15/99,0,1999,113,1
Steve Wariner,I'm Already Taken,14,3.316666667,0,9/13/99,12/20/99,0,1999,137,1
Total,Sitting Home,14,4.316666667,0,4/12/99,7/19/99,0,1999,95,1
Randy Travis,"Spirit Of A Boy, Wisdom Of A Man",14,3.833333333,0,12/7/98,3/15/99,0,1999,72,1
Shedaisy,Little Good-Byes,20,3.333333333,0,5/10/99,9/27/99,0,1999,83,1
Alan Jackson,Gone Crazy,13,3.816666667,0,3/15/99,6/14/99,0,1999,76,1
Alan Jackson,Right On The Money,12,3.816666667,0,12/7/98,3/1/99,0,1999,113,1
Mary J. Blige,All That I Can Say,14,5.5,0,7/26/99,11/1/99,0,1999,95,1
Sawyer Brown,Drive Me Wild,14,3.566666667,0,3/1/99,6/7/99,0,1999,128,1
Barenaked Ladies,It's All Been Done,12,3.433333333,0,12/28/98,3/22/99,0,1999,131,1
John Michael Montgomery,Home To You,20,3.45,0,10/4/99,2/21/00,0,1999,90,1
George Strait,What Do You Say To That,16,2.916666667,0,9/6/99,12/27/99,0,1999,93,1
Ricky Martin,The Cup Of Life,18,4.55,0,6/14/99,10/18/99,0,1999,126,1
Baz Luhrmann,Everybody's Free (To Wear Sunscreen) The Speech Song,7,7.15,0,3/29/99,5/17/99,0,1999,89,1
Montgomery Gentry,Lonely And Gone,19,3.3,0,8/2/99,12/13/99,0,1999,81,1
Faith Hill,The Secret Of Life,18,4.2,0,6/28/99,11/1/99,0,1999,117,1
Billy Ray Cyrus,Busy Man,17,3.283333333,0,1/25/99,5/24/99,0,1999,81,1
"Dixie Chicks, The",Tonight The Heartache's On Me,16,3.416666667,0,5/17/99,9/6/99,0,1999,120,1
BLACKstreet,Girlfriend-Boyfriend,11,4.033333333,0,3/15/99,5/31/99,0,1999,103,1
Ty Herndon,Hands Of A Working Man,14,3.8,0,3/22/99,6/28/99,0,1999,89,1
Lenny Kravitz,American Woman,21,3.833333333,0,7/19/99,12/13/99,0,1999,84,1
Aaron Tippin,For You I Will,20,3.45,0,10/12/98,3/1/99,0,1999,107,1
Ginuwine,What's So Different?,19,3.95,0,2/22/99,7/5/99,0,1999,78,1
Sheryl Crow,Anything But Down,13,4.3,0,4/12/99,7/12/99,0,1999,121,1
Shania Twain,You've Got A Way,13,3.4,0,7/19/99,10/18/99,0,1999,131,1
98Á,This Gift,3,4.1,0,1/3/00,1/24/00,0,1999,86,1
Trisha Yearwood,Powerful Thing,12,2.933333333,0,1/25/99,4/19/99,0,1999,147,1
Melissa Etheridge,Angels Would Fall,11,4.166666667,0,9/20/99,12/6/99,0,1999,104,1
Lit,My Own Worst Enemy,20,2.816666667,0,4/26/99,9/13/99,0,1999,103,1
Brooks & Dunn,I Can't Get Over You,11,3.833333333,0,2/15/99,5/3/99,0,1999,,1
Reba,Wrong Night,13,2.85,0,12/14/98,3/15/99,0,1999,78,1
Jay-Z,Girl's Best Friend,13,4,0,8/30/99,11/29/99,0,1999,132,1
Garbage,Special,13,3.583333333,0,3/29/99,6/28/99,0,1999,131,1
"Offspring, The",Pretty Fly (For A White Guy),16,3.183333333,0,12/7/98,3/29/99,0,1999,144,1
"Wilkinsons, The",Fly (The Angel Song),15,3.483333333,0,12/14/98,3/29/99,0,1999,,1
Reba,One Honest Heart,10,3.883333333,0,5/31/99,8/9/99,0,1999,95,1
Joey McIntyre,I Love You Came Too Late,6,3.233333333,0,9/6/99,10/18/99,0,1999,98,1
Yankee Grey,All Things Considered,20,2.666666667,0,9/20/99,2/7/00,0,1999,70,1
OutKast,Rosa Parks,17,5.4,0,12/7/98,4/5/99,0,1999,,1
Eric Benet,Georgy Porgy,14,4.666666667,0,3/22/99,6/28/99,0,1999,96,1
Tyrese,Lately,13,4.166666667,0,6/21/99,9/20/99,0,1999,130,1
Orgy,Blue Monday,20,4.483333333,0,3/1/99,7/19/99,0,1999,129,1
Trina,What'd You Come Here For?,12,4.066666667,0,4/5/99,6/28/99,0,1999,102,1
Cher,Strong Enough,12,3.733333333,0,5/24/99,8/16/99,0,1999,125,1
Shania Twain,Come On Over,10,2.916666667,0,10/25/99,1/3/00,0,1999,76,1
Blink-182,What's My Age Again?,20,2.466666667,0,7/19/99,12/6/99,0,1999,78,1
Alanis Morissette,Unsent,6,4.15,0,2/8/99,3/22/99,0,1999,89,1
Jewel,Down So Long,6,4.266666667,0,4/19/99,5/31/99,0,1999,78,1
TLC,Silly Ho,9,4.266666667,0,1/11/99,3/15/99,0,1999,145,1
Jennifer Love Hewitt,How Do I Deal,8,3.383333333,0,2/8/99,4/5/99,0,1999,94,1
K-Ci & JoJo,Life,17,3.55,0,3/22/99,7/19/99,0,1999,53,1
Mark Wills,She's In Love,10,4.7,0,9/13/99,11/22/99,0,1999,,1
SheDaisy (REMOVE),Deck The Halls,3,3.766666667,0,12/27/99,1/17/00,0,1999,118,1
Trick Daddy,Nann,20,3.5,0,3/15/99,8/2/99,0,1999,149,1
Silk,Meeting In My Bedroom,13,4.383333333,0,8/23/99,11/22/99,0,1999,,1
Snoop Dogg,Woof,12,4.366666667,0,2/1/99,4/26/99,0,1999,,1
Montgomery Gentry,Hillbilly Shoes,11,3.216666667,0,3/29/99,6/14/99,0,1999,115,1
Nas,Hate Me Now,8,4.716666667,0,4/26/99,6/21/99,0,1999,,1
Prince,The Greatest Romance Ever Sold,13,4.5,0,10/25/99,1/24/00,0,1999,89,1
Dwight Yoakam,Crazy Little Thing Called Love,10,2.366666667,0,6/21/99,8/30/99,0,1999,83,1
"Kinleys, The",Somebody's Out There Watching,9,3.583333333,0,1/25/99,3/29/99,0,1999,,1
"Missy ""Misdemeanor"" Elliott",All N My Grill,14,3.883333333,0,7/26/99,11/1/99,0,1999,111,1
Andy Griggs,I'll Go Crazy,10,3.05,0,10/4/99,12/13/99,0,1999,110,1
Trisha Yearwood,I'll Still Love You More,12,4.416666667,0,8/9/99,11/1/99,0,1999,74,1
Brad Paisley,Who Needs Pictures,13,3.716666667,0,6/21/99,9/20/99,0,1999,145,1
B*Witched,Rollercoaster,8,3.333333333,0,6/21/99,8/16/99,0,1999,106,1
N'Sync,I Drive Myself Crazy,12,4,0,4/26/99,7/19/99,0,1999,87,1
Bush,The Chemicals Between Us,20,3.616666667,0,10/4/99,2/21/00,0,1999,97,1
Raphael Saadiq,Get Involved,8,3.283333333,0,4/5/99,5/31/99,0,1999,97,1
Juvenile,Ha,10,4.366666667,0,2/8/99,4/19/99,0,1999,74,1
Faith Hill,Love Ain't Like That,8,3.833333333,0,3/8/99,5/3/99,0,1999,73,1
Rage Against The Machine,Guerrilla Radio,20,3.416666667,0,11/1/99,3/20/00,0,1999,103,1
Alabama,Keepin' Up,8,2.916666667,0,2/8/99,4/5/99,0,1999,,1
Terri Clark,Everytime I Cry,8,3.816666667,0,4/5/99,5/31/99,0,1999,111,1
Creed,One,20,5.033333333,0,3/1/99,7/19/99,0,1999,92,1
Lil' Troy,Wanna Be A Baller,12,3.666666667,0,8/16/99,11/8/99,0,1999,92,1
Everclear,Father Of Mine,17,3.9,0,12/7/98,4/5/99,0,1999,97,1
Coko,Sunshine,12,4.083333333,0,7/26/99,10/18/99,0,1999,95,1
Deborah Cox,It's Over Now,6,4,0,5/24/99,7/5/99,0,1999,,1
John Michael Montgomery,Hello L.O.V.E,6,2.416666667,0,6/7/99,7/19/99,0,1999,93,1
Chico DeBarge,Give You What You Want (Fa Sure),13,4.6,0,10/25/99,1/24/00,0,1999,132,1
Youngstown,I'll Be Your Everything,10,3.6,0,8/16/99,10/25/99,0,1999,106,1
Lee Ann Womack,(Now You See Me) Now You Don't,11,2.633333333,0,8/9/99,10/25/99,0,1999,103,1
Brandy,Angel In Disguise,14,4.8,0,12/7/98,3/15/99,0,1999,140,1
Robbie Williams,Millennium,4,4.116666667,0,6/7/99,7/5/99,0,1999,107,1
Collective Soul,Heavy,20,2.933333333,0,3/8/99,7/26/99,0,1999,106,1
Cool Breeze,Watch For The Hook,10,3.883333333,0,2/1/99,4/12/99,0,1999,96,1
"Offspring, The",Why Don't You Get A Job?,15,2.866666667,0,4/12/99,7/26/99,0,1999,107,1
Kenny Chesney,She Thinks My Tractor's Sexy,12,4.133333333,0,11/22/99,2/14/00,0,1999,122,1
Clay Walker,She's Always Right,6,3.4,0,6/14/99,7/26/99,0,1999,95,1
Dave Matthews Band,Crush,16,4.2,0,2/15/99,6/7/99,0,1999,103,1
Brooks & Dunn,Missing You,3,3.666666667,0,10/18/99,11/8/99,0,1999,103,1
Collective Soul,Run,7,4.583333333,0,3/15/99,5/3/99,0,1999,,1
Erykah Badu,Southern Gul,6,3.15,0,8/30/99,10/11/99,0,1999,,1
Snoop Dogg,B-Please,9,3.833333333,0,10/11/99,12/13/99,0,1999,95,1
Live,The Dolphin's Cry,10,4.4,0,10/18/99,12/27/99,0,1999,126,1
Cake,Never There,17,2.733333333,0,12/7/98,4/5/99,0,1999,125,1
Better Than Ezra,At The Stars,4,3.716666667,0,3/15/99,4/12/99,0,1999,79,1
Donna Summer,I Will Go With You (Con Te Partiro),9,3.966666667,0,7/26/99,9/27/99,0,1999,130,1
Dru Hill,Beauty,12,4.433333333,0,9/27/99,12/20/99,0,1999,119,1
Brandy,U Don't Know Me (Like U Used To),6,4,0,10/25/99,12/6/99,0,1999,94,1
Limp Bizkit,Nookie,11,4.45,0,8/2/99,10/18/99,0,1999,,1
Randy Travis,Stranger In My Mirror,4,3.233333333,0,5/24/99,6/21/99,0,1999,139,1
Hole,Malibu,3,3.833333333,0,3/1/99,3/22/99,0,1999,122,1
"Notorious B.I.G., The",Notorious B.I.G.,7,3.183333333,0,12/13/99,1/31/00,0,1999,101,1
Kid Rock,Cowboy,5,4.283333333,0,11/1/99,12/6/99,0,1999,83,1
Shane Minor,Slave To The Habit,7,3.05,0,6/21/99,8/9/99,0,1999,116,1
Blondie,Maria,6,4.8,0,4/12/99,5/24/99,0,1999,,1
Randy Travis,A Man Ain't Made Of Stone,4,3.533333333,0,11/15/99,12/13/99,0,1999,138,1
Ty Herndon,Steam,12,3.566666667,0,10/18/99,1/10/00,0,1999,101,1
Mariah Carey,All I Want For Christmas Is You,1,4,0,1/10/00,1/17/00,0,1999,75,1
Vengaboys,"Boom, Boom, Boom, Boom",6,3.433333333,0,8/9/99,9/20/99,0,1999,138,1
Dru Hill,You Are Everything,10,3.733333333,0,6/21/99,8/30/99,0,1999,,1
Jay-Z,Jigga What?,3,4.033333333,0,5/10/99,5/31/99,0,1999,100,1
"Beatnuts, The",Watch Out Now,12,2.9,0,6/28/99,9/20/99,0,1999,99,1
Mary Chapin Carpenter,Almost Home,7,3.716666667,0,7/19/99,9/6/99,0,1999,99,1
Chad Brock,Lightning Does The Work,12,3.633333333,0,8/23/99,11/15/99,0,1999,98,1
